review_id,product_id,text,rating,account_age_days,verified_purchase,multiple_ips,label
249,PROD_018,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,1868,1,0,0
250,PROD_008,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,5,10,0,0,1
251,PROD_015,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,1929,1,0,0
252,PROD_011,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,934,0,0,0
253,PROD_007,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",5,1572,1,0,0
254,PROD_018,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,5,5,0,1,1
255,PROD_004,Super excellence. Many good things. I like it very much. Very very very good quality.,1,12,0,1,1
256,PROD_002,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,383,1,0,0
257,PROD_014,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,712,1,0,0
258,PROD_011,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,1564,1,0,0
259,PROD_002,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,8,1,1,1
260,PROD_000,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,1268,1,0,0
261,PROD_015,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,5,0,1,1
262,PROD_005,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,1162,1,0,0
263,PROD_017,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,1658,1,0,0
264,PROD_019,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",5,243,0,0,0
265,PROD_000,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,1188,1,0,0
266,PROD_005,Super excellence. Many good things. I like it very much. Very very very good quality.,5,12,0,1,1
267,PROD_002,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,829,1,0,0
268,PROD_017,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,5,13,0,1,1
269,PROD_019,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,453,0,0,0
270,PROD_019,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,596,1,0,0
271,PROD_016,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,4,1,1,1
272,PROD_003,Super excellence. Many good things. I like it very much. Very very very good quality.,5,4,0,0,1
273,PROD_007,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,430,1,0,0
274,PROD_011,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,1,11,0,0,1
275,PROD_018,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,1151,1,0,0
276,PROD_001,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,1,1,1,1
277,PROD_001,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,508,1,0,0
278,PROD_010,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,1647,1,0,0
279,PROD_010,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,643,1,0,0
280,PROD_007,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,848,1,0,0
281,PROD_002,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,920,1,0,0
282,PROD_009,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,1,12,1,1,1
283,PROD_004,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,1346,1,0,0
284,PROD_015,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,1025,0,0,0
285,PROD_008,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,1117,1,0,0
286,PROD_008,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,985,1,0,0
287,PROD_007,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,1475,1,0,0
288,PROD_014,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,6,0,1,1
289,PROD_017,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,718,1,0,0
290,PROD_005,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,361,1,0,0
291,PROD_007,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",5,813,1,0,0
292,PROD_013,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,701,1,0,0
293,PROD_003,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",5,974,1,0,0
294,PROD_003,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,1,11,0,1,1
295,PROD_008,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,1249,1,0,0
296,PROD_014,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,1490,1,0,0
297,PROD_010,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",5,1468,1,0,0
298,PROD_007,Super excellence. Many good things. I like it very much. Very very very good quality.,5,3,0,0,1
299,PROD_008,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,1923,1,0,0
300,PROD_002,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,1,3,1,0,1
301,PROD_012,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,1094,0,0,0
302,PROD_016,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,1,14,0,1,1
303,PROD_019,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,931,1,0,0
304,PROD_002,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,740,1,0,0
305,PROD_007,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,1095,1,0,0
306,PROD_015,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",3,147,1,0,0
307,PROD_002,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,12,0,1,1
308,PROD_014,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,1,2,0,1,1
309,PROD_009,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,1160,1,0,0
310,PROD_006,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,1613,0,0,0
311,PROD_008,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,5,3,1,1,1
312,PROD_018,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",3,566,1,0,0
313,PROD_019,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,14,0,1,1
314,PROD_010,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,109,0,0,0
315,PROD_008,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,868,1,0,0
316,PROD_016,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,1391,1,0,0
317,PROD_011,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,1955,0,0,0
318,PROD_005,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,161,1,0,0
319,PROD_017,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,909,1,0,0
320,PROD_006,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,10,0,1,1
321,PROD_010,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,6,0,0,1
322,PROD_001,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,1307,1,0,0
323,PROD_010,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,827,1,0,0
324,PROD_006,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",2,1576,1,0,0
325,PROD_011,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,1755,1,0,0
326,PROD_006,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,1066,1,0,0
327,PROD_010,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,1150,1,0,0
328,PROD_002,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",3,788,1,0,0
329,PROD_011,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,954,1,0,0
330,PROD_006,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,4,0,1,1
331,PROD_016,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,837,1,0,0
332,PROD_019,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,1851,1,0,0
333,PROD_019,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,8,0,1,1
334,PROD_018,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,1,0,1,1
335,PROD_006,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,196,0,0,0
336,PROD_013,Super excellence. Many good things. I like it very much. Very very very good quality.,5,14,0,0,1
337,PROD_010,Super excellence. Many good things. I like it very much. Very very very good quality.,5,10,1,0,1
338,PROD_001,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,925,1,0,0
339,PROD_008,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",5,1970,1,0,0
340,PROD_003,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",5,637,1,0,0
341,PROD_010,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,1768,0,0,0
342,PROD_014,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,1225,0,0,0
343,PROD_019,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,5,3,0,0,1
344,PROD_000,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,1098,1,0,0
345,PROD_001,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",5,1810,1,0,0
346,PROD_012,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,1310,1,0,0
347,PROD_017,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,1751,1,0,0
348,PROD_008,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,1176,1,0,0
349,PROD_010,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,236,1,0,0
350,PROD_010,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,10,0,1,1
351,PROD_003,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",5,1173,1,0,0
352,PROD_012,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",3,418,1,0,0
353,PROD_003,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,1664,1,0,0
354,PROD_006,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",3,1078,1,0,0
355,PROD_016,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,343,1,0,0
356,PROD_012,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,1868,1,0,0
357,PROD_017,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",3,533,1,0,0
358,PROD_010,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,1486,1,0,0
359,PROD_004,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,804,1,0,0
360,PROD_001,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,2,0,1,1
361,PROD_003,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",5,1890,0,0,0
362,PROD_007,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,1517,1,0,0
363,PROD_015,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,126,1,0,0
364,PROD_001,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,1726,1,0,0
365,PROD_005,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,328,1,0,0
366,PROD_008,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,1081,1,0,0
367,PROD_013,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,1497,1,0,0
368,PROD_006,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,1,0,0,1
369,PROD_006,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,5,14,1,1,1
370,PROD_010,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,4,0,1,1
371,PROD_017,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,1,4,0,1,1
372,PROD_013,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,878,1,0,0
373,PROD_004,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,1128,1,0,0
374,PROD_009,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",3,169,1,0,0
375,PROD_014,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,335,1,0,0
376,PROD_008,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,233,1,0,0
377,PROD_017,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,1,0,0,1
378,PROD_013,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,5,1,0,0,1
379,PROD_005,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,1,6,1,1,1
380,PROD_001,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,1878,1,0,0
381,PROD_012,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,5,10,0,1,1
382,PROD_011,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",5,670,1,0,0
383,PROD_016,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",2,428,1,0,0
384,PROD_017,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,8,0,1,1
385,PROD_014,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,1447,1,0,0
386,PROD_005,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,1336,1,0,0
387,PROD_012,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,8,0,0,1
388,PROD_007,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,1748,1,0,0
389,PROD_013,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,1547,0,0,0
390,PROD_002,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,729,1,0,0
391,PROD_015,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,5,14,0,1,1
392,PROD_017,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,5,8,0,1,1
393,PROD_013,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,1,2,0,0,1
394,PROD_004,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",3,1502,1,0,0
395,PROD_007,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",5,163,1,0,0
396,PROD_003,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,1291,1,0,0
397,PROD_009,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",2,420,0,0,0
398,PROD_012,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,1750,1,0,0
399,PROD_010,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,1554,1,0,0
400,PROD_005,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,1412,1,0,0
401,PROD_007,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,355,1,0,0
402,PROD_012,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,148,1,0,0
403,PROD_003,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,206,1,0,0
404,PROD_005,Super excellence. Many good things. I like it very much. Very very very good quality.,5,6,0,1,1
405,PROD_013,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,1753,1,0,0
406,PROD_017,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,1651,1,0,0
407,PROD_013,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,1767,0,0,0
408,PROD_001,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,1383,1,0,0
409,PROD_013,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",5,1662,1,0,0
410,PROD_009,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,1617,0,0,0
411,PROD_013,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,488,1,0,0
412,PROD_012,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,1641,1,0,0
413,PROD_009,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,1,13,0,1,1
414,PROD_006,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,1054,1,0,0
415,PROD_014,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,1232,1,0,0
416,PROD_012,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,1497,1,0,0
417,PROD_015,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,1092,0,0,0
418,PROD_019,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",5,264,0,0,0
419,PROD_002,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,5,14,0,1,1
420,PROD_002,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",2,1816,1,0,0
421,PROD_001,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,12,0,1,1
422,PROD_016,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,203,1,0,0
423,PROD_013,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,1475,1,0,0
424,PROD_002,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,1163,1,0,0
425,PROD_010,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,1135,1,0,0
426,PROD_003,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,13,0,0,1
427,PROD_001,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,328,1,0,0
428,PROD_009,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,889,1,0,0
429,PROD_000,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,196,0,0,0
430,PROD_016,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,767,1,0,0
431,PROD_000,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,5,1,0,1,1
432,PROD_017,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",2,1740,1,0,0
433,PROD_017,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,814,1,0,0
434,PROD_013,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,5,2,0,1,1
435,PROD_017,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,5,13,0,1,1
436,PROD_016,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,577,1,0,0
437,PROD_014,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",2,1732,1,0,0
438,PROD_011,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,1823,1,0,0
439,PROD_014,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,5,11,1,0,1
440,PROD_019,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,266,1,0,0
441,PROD_008,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,5,10,0,1,1
442,PROD_011,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,1174,1,0,0
443,PROD_018,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",3,1468,1,0,0
444,PROD_012,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,1025,1,0,0
445,PROD_003,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,1711,1,0,0
446,PROD_012,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,14,0,1,1
447,PROD_008,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,5,5,0,1,1
448,PROD_004,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,1693,1,0,0
449,PROD_007,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,1507,1,0,0
450,PROD_010,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",3,1650,1,0,0
451,PROD_012,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,281,1,0,0
452,PROD_008,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,13,0,1,1
453,PROD_010,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,5,10,1,1,1
454,PROD_000,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,174,1,0,0
455,PROD_019,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,1098,1,0,0
456,PROD_012,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,952,1,0,0
457,PROD_000,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,10,0,1,1
458,PROD_018,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,1040,1,0,0
459,PROD_003,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,11,0,1,1
460,PROD_009,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,1052,1,0,0
461,PROD_002,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,1312,1,0,0
462,PROD_014,Super excellence. Many good things. I like it very much. Very very very good quality.,5,1,0,1,1
463,PROD_002,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",3,1013,1,0,0
464,PROD_014,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,409,1,0,0
465,PROD_000,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,915,1,0,0
466,PROD_018,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,10,0,1,1
467,PROD_011,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,1207,1,0,0
468,PROD_015,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,5,14,0,1,1
469,PROD_008,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,1130,1,0,0
470,PROD_015,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,1787,1,0,0
471,PROD_001,"I've been using this for a week now, and the battery life is impressive. The interface is intuitive as well.",4,1698,1,0,0
472,PROD_004,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,1767,1,0,0
473,PROD_007,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",5,950,1,0,0
474,PROD_014,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,12,0,0,1
475,PROD_006,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,1260,1,0,0
476,PROD_015,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,1706,1,0,0
477,PROD_009,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",3,1513,0,0,0
478,PROD_012,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,1330,1,0,0
479,PROD_003,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,5,3,0,1,1
480,PROD_001,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,1122,1,0,0
481,PROD_016,I am so happy with this purchase. It is the most beautiful thing I have ever seen in my life.,5,5,0,1,1
482,PROD_002,BEST PRODUCT EVER!!! AMAZING QUALITY. BUY IT NOW YOU WONT REGRET IT!!!! BEST SELLER.,5,9,0,1,1
483,PROD_001,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,418,0,0,0
484,PROD_010,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",4,921,1,0,0
485,PROD_010,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,946,1,0,0
486,PROD_005,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",5,1256,1,0,0
487,PROD_013,"The build quality is excellent, and it arrived much faster than expected. Highly recommended for daily use.",4,655,1,0,0
488,PROD_013,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,1104,1,0,0
489,PROD_009,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,14,0,0,1
490,PROD_016,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,5,8,1,1,1
491,PROD_017,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,1333,1,0,0
492,PROD_001,"A bit expensive compared to alternatives, but the performance justifies the cost. Solid choice.",3,1206,1,0,0
493,PROD_012,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",4,1902,1,0,0
494,PROD_010,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",4,1670,1,0,0
495,PROD_001,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,1,5,1,1,1
496,PROD_014,TOTAL WASTE OF MONEY. DO NOT BUY. FRAUD SELLER. BROKE IN ONE DAY. TERRIBLE.,5,12,0,1,1
497,PROD_009,"Exactly as described. The packaging was secure, and the item works perfectly without any setup issues.",3,733,1,0,0
498,PROD_005,WOW WOW WOW. UNBELIEVABLE QUALITY. FIVE STARS. BEST BEST BEST.,5,11,0,1,1
499,PROD_016,"It's a decent product for the price. Not the best in class, but definitely reliable enough for basic tasks.",3,855,1,0,0
